endTime,artistName,trackName,msPlayed
2023-05-17 05:32,Unknown Artist,Unknown Track,5578
2023-05-17 05:35,Sebastian Yatra,Cristina,197054
2023-05-17 05:39,OneRepublic,No Vacancy (with Sebastián Yatra),222201
2023-05-17 05:42,Morat,No Se Va,216752
2023-05-17 05:47,Julio Iglesias,Júrame,247773
2023-05-17 05:51,Ricardo Montaner,Dios Asi Lo Quiso,51465
2023-05-17 05:52,Unknown Artist,Unknown Track,4794
2023-05-17 05:52,Rahill,Tell Me,12375
2023-05-17 05:52,Unknown Artist,Unknown Track,27338
2023-05-17 05:55,LAGOS,No Se Acaba Hasta Que Acabe,186832
2023-05-17 05:59,Taylor Swift,Fearless (Taylor’s Version),241591
2023-05-17 06:03,Carly Simon,You're So Vain,258411
2023-05-17 06:05,TINI,Cupido,107800
2023-05-17 09:29,TINI,Cupido,5653
2023-05-17 09:29,Unknown Artist,Unknown Track,3932
2023-05-17 09:29,Unknown Artist,Unknown Track,4349
2023-05-17 09:29,Ozuna,Devuelveme,10434
2023-05-17 09:32,Sam Hunt,Body Like A Back Road,162546
2023-05-17 10:04,Thomas Rhett,Die A Happy Man,27290
2023-05-17 10:06,Taylor Swift,ME! - Live From Paris,107754
2023-05-17 10:14,Taylor Swift,Daylight - Live From Paris,518704
2023-05-17 10:18,Taylor Swift,Death By A Thousand Cuts - Live From Paris,199066
2023-05-17 10:21,Taylor Swift,Lover - Live From Paris,229733
2023-05-17 10:26,Taylor Swift,Cornelia Street - Live From Paris,296013
2023-05-17 10:30,Taylor Swift,The Man - Live From Paris,219385
2023-05-17 10:35,Taylor Swift,The Archer - Live From Paris,330324
2023-05-17 10:39,Taylor Swift,You Need To Calm Down - Live From Paris,203960
2023-05-17 11:08,Taylor Swift,Daylight - Live From Paris,262320
2023-05-17 11:11,Taylor Swift,Death By A Thousand Cuts - Live From Paris,199066
2023-05-17 11:15,Taylor Swift,Lover - Live From Paris,229733
2023-05-17 11:20,Taylor Swift,Cornelia Street - Live From Paris,296013
2023-05-17 11:24,Taylor Swift,The Man - Live From Paris,219385
2023-05-17 11:32,Taylor Swift,The Archer - Live From Paris,161540
2023-05-17 13:57,James Arthur,A Year Ago,2112
2023-05-17 13:57,Taylor Swift,The Man - Live From Paris,895
2023-05-17 13:57,Taylor Swift,The Archer - Live From Paris,533
2023-05-17 14:03,Taylor Swift,The Archer - Live From Paris,210960
2023-05-17 14:07,Taylor Swift,Lover - Live From Paris,229733
2023-05-17 14:11,Taylor Swift,Daylight - Live From Paris,262320
2023-05-17 14:17,Taylor Swift,You Need To Calm Down - Live From Paris,40873
2023-05-17 14:22,Taylor Swift,Daylight - Live From Paris,262320
2023-05-17 14:24,Taylor Swift,You Need To Calm Down - Live From Paris,134043
2023-05-17 14:29,Taylor Swift,Daylight - Live From Paris,262320
2023-05-17 14:32,Taylor Swift,You Need To Calm Down - Live From Paris,203960
2023-05-17 14:37,Taylor Swift,Cornelia Street - Live From Paris,296013
2023-05-17 14:41,Taylor Swift,ME! - Live From Paris,213026
2023-05-17 14:44,Taylor Swift,The Man - Live From Paris,219385
2023-05-17 14:48,Taylor Swift,Death By A Thousand Cuts - Live From Paris,199066
2023-05-17 15:04,Taylor Swift,The Archer - Live From Paris,210960
2023-05-17 15:12,Taylor Swift,Lover - Live From Paris,182651
2023-05-17 15:12,The 1975,The 1975,13269
2023-05-17 15:16,The 1975,Love Me,222040
2023-05-17 15:19,The 1975,UGH!,180026
2023-05-17 15:24,The 1975,A Change Of Heart,283840
2023-05-17 15:28,The 1975,She's American,270106
2023-05-17 15:35,The 1975,If I Believe You,380320
2023-05-17 15:39,The 1975,Please Be Naked,265840
2023-05-17 15:44,The 1975,Lostmyhead,319413
2023-05-17 15:47,The 1975,The Ballad Of Me And My Brain,171440
2023-05-17 15:53,The 1975,Somebody Else,347520
2023-05-17 15:57,The 1975,Loving Someone,260426
2023-05-17 16:04,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",386080
2023-05-17 16:08,The 1975,The Sound,248880
2023-05-17 16:12,The 1975,This Must Be My Dream,252480
2023-05-17 17:10,The 1975,Paris,211053
2023-05-17 17:15,Taylor Swift,Daylight - Live From Paris,262320
2023-05-17 17:15,Taylor Swift,ME! - Live From Paris,36529
2023-05-17 17:18,Taylor Swift,Lover - Live From Paris,167423
2023-05-17 17:21,Azules De Los Angeles,Amor A Primera,159104
2023-05-17 17:25,Joey Montana,La Melodía,219103
2023-05-17 17:28,Fonseca,Eres Mi Sueño,209786
2023-05-17 17:29,Angel Y Khriz,Ayer La Vi,74472
2023-05-17 17:29,Joey Montana,Único,1471
2023-05-17 17:29,Carlos Vives,Cuando Nos Volvamos a Encontrar (feat. Marc Anthony),10325
2023-05-17 17:33,BIP,La Maldita Primavera,216733
2023-05-17 17:36,Taylor Swift,Midnight Rain,5205
2023-05-17 17:36,Prince Royce,Si Te Preguntan... - feat. Nicky Jam & Jay Wheeler,140355
2023-05-17 17:42,Taylor Swift,Maroon,61056
2023-05-17 17:45,Taylor Swift,Midnight Rain,174782
2023-05-17 17:49,Taylor Swift,Karma,213775
2023-05-17 17:52,Taylor Swift,Bejeweled,194165
2023-05-17 17:55,Taylor Swift,Lavender Haze,202395
2023-05-17 17:58,Taylor Swift,Bejeweled,159461
2023-05-17 18:01,Taylor Swift,Mastermind,191039
2023-05-17 18:06,Taylor Swift,Sweet Nothing,917
2023-05-17 18:06,Taylor Swift,Snow On The Beach (feat. Lana Del Rey),960
2023-05-17 18:06,Taylor Swift,Labyrinth,1408
2023-05-17 18:06,Taylor Swift,Paris,1365
2023-05-17 18:06,Taylor Swift,Karma,1706
2023-05-17 18:06,Taylor Swift,Glitch,3364
2023-05-17 18:06,Taylor Swift,The Great War,661
2023-05-17 18:06,Taylor Swift,"Would've, Could've, Should've",260361
2023-05-17 18:06,Taylor Swift,High Infidelity,320
2023-05-17 18:09,Taylor Swift,High Infidelity,170410
2023-05-18 13:32,Unknown Artist,Unknown Track,4350
2023-05-18 13:32,Unknown Artist,Unknown Track,4637
2023-05-18 13:38,Coldplay,The Scientist,309600
2023-05-18 13:42,Pandora,Cómo Te Va Mi Amor,222413
2023-05-18 13:45,Taylor Swift,Paris,196258
2023-05-18 13:49,Miley Cyrus,Violet Chemistry,246306
2023-05-18 13:53,Unknown Artist,Unknown Track,6779
2023-05-18 13:53,Unknown Artist,Unknown Track,1790
2023-05-18 13:53,One Direction,Story of My Life,245000
2023-05-18 13:56,Taylor Swift,Cornelia Street - Live From Paris,131008
2023-05-18 18:34,Miley Cyrus,Jaded,185933
2023-05-18 18:36,Harry Styles,Keep Driving,140241
2023-05-18 18:41,Fleetwood Mac,Silver Springs - 2004 Remaster,288786
2023-05-18 18:45,Unknown Artist,Unknown Track,4742
2023-05-18 18:45,Phoebe Bridgers,Motion Sickness,229090
2023-05-18 18:45,Unknown Artist,Unknown Track,2260
2023-05-18 18:49,Kobi Cantillo,Sigue Creyendo,208468
2023-05-18 18:52,Sech,Miss Lonely,193281
2023-05-18 18:55,Sebastian Yatra,Runaway,200693
2023-05-18 18:57,Macklemore & Ryan Lewis,Wing$,126002
2023-05-18 19:01,Unknown Artist,Unknown Track,2103
2023-05-18 19:01,Luis Miguel,Cuando Calienta El Sol,227052
2023-05-18 19:01,Unknown Artist,Unknown Track,3462
2023-05-18 19:04,Halsey,Without Me,192373
2023-05-18 19:08,Taylor Swift,I Knew You Were Trouble (Taylor's Version),213968
2023-05-18 19:09,Miley Cyrus,Never Be Me,92220
2023-05-18 23:45,Alejandra Guzman,Volverte a Amar,220720
2023-05-18 23:49,Unknown Artist,Unknown Track,1816
2023-05-18 23:49,Morat,Besos En Guerra,224993
2023-05-18 23:49,Unknown Artist,Unknown Track,4324
2023-05-18 23:51,Sabrina Carpenter,Nonsense,155544
2023-05-18 23:54,Conan Gray,Wish You Were Sober,168880
2023-05-18 23:56,Leidi,Are We a Thing,53316
2023-05-19 00:01,WINEHOUSE,Pretty Lips,260942
2023-05-19 00:01,Taylor Swift,Back To December,32859
2023-05-19 00:02,Taylor Swift,Back To December,16521
2023-05-19 00:06,Taylor Swift,Back To December,244426
2023-05-19 00:07,Rihanna,Hate That I Love You,952
2023-05-19 00:07,Taylor Swift,illicit affairs,59045
2023-05-19 00:07,One Direction,More Than This,0
2023-05-19 00:07,Sadie Jean,Locksmith,835
2023-05-19 00:07,Katy Perry,Thinking Of You,0
2023-05-19 00:11,Taylor Swift,Clean,271000
2023-05-19 00:16,The 1975,Robbers,254509
2023-05-19 00:20,The Script,The Man Who Can't Be Moved,241373
2023-05-19 00:22,Troye Sivan,Strawberries & Cigarettes,131804
2023-05-19 01:20,Taylor Swift,Daylight - Live From Paris,262320
2023-05-19 01:23,Taylor Swift,Lover - Live From Paris,229733
2023-05-19 01:27,Taylor Swift,Maroon,218270
2023-05-19 01:29,Taylor Swift,Midnight Rain,133406
2023-05-19 04:17,Taylor Swift,Midnight Rain,1323
2023-05-19 04:21,Taylor Swift,Lover,9374
2023-05-19 04:21,Taylor Swift,White Horse (Taylor’s Version),234515
2023-05-19 04:25,Taylor Swift,Bejeweled,194165
2023-05-19 04:33,Taylor Swift,the 1,165243
2023-05-19 04:33,Taylor Swift,I Knew You Were Trouble (Taylor's Version),768
2023-05-19 04:33,Taylor Swift,my tears ricochet,895
2023-05-19 04:33,Taylor Swift,We Are Never Ever Getting Back Together (Taylor's Version),981
2023-05-19 04:37,Taylor Swift,Fearless (Taylor’s Version),241591
2023-05-19 04:41,Taylor Swift,Lavender Haze,202395
2023-05-19 04:44,Taylor Swift,the last great american dynasty,199257
2023-05-19 15:44,Taylor Swift,I Knew You Were Trouble (Taylor's Version),1877
2023-05-19 16:19,Bad Bunny,WHERE SHE GOES,243372
2023-05-19 16:19,Grupo Frontera,un x100to,69
2023-05-19 16:22,Grupo Frontera,un x100to,194563
2023-05-19 16:23,Eladio Carrion,Coco Chanel,31818
2023-05-19 16:23,Bad Bunny,Después de la Playa,557
2023-05-19 16:23,Bad Bunny,Me Porto Bonito,4945
2023-05-19 16:27,Bad Bunny,Moscow Mule,245939
2023-05-19 16:28,Bad Bunny,Después de la Playa,72452
2023-05-19 16:29,Bad Bunny,Neverita,30232
2023-05-19 16:32,Bad Bunny,Un Coco,196412
2023-05-19 16:36,Bad Bunny,La Corriente,31718
2023-05-19 16:36,Bad Bunny,Party,227628
2023-05-19 16:50,Bad Bunny,Un Ratito,160264
2023-05-19 16:53,Taylor Swift,Maroon,218270
2023-05-19 16:57,Taylor Swift,Mastermind,191039
2023-05-19 17:01,Taylor Swift,High Infidelity,231475
2023-05-19 17:05,Taylor Swift,Snow On The Beach (feat. Lana Del Rey),256124
2023-05-19 17:07,Taylor Swift,Glitch,148781
2023-05-19 17:18,Taylor Swift,Bigger Than The Whole Sky,30513
2023-05-19 17:21,Taylor Swift,Karma,204852
2023-05-19 17:43,Taylor Swift,Labyrinth,1300
2023-05-19 17:43,Taylor Swift,The Great War,36320
2023-05-19 17:47,Taylor Swift,Sweet Nothing,188496
2023-05-19 17:49,Taylor Swift,Midnight Rain,174782
2023-05-19 18:03,Taylor Swift,Dear Reader,168711
2023-05-19 18:03,Taylor Swift,Paris,1532
2023-05-19 18:06,Taylor Swift,Lavender Haze,202395
2023-05-19 18:09,Taylor Swift,Vigilante Shit,164801
2023-05-19 18:13,Taylor Swift,Anti-Hero,7825
2023-05-19 18:13,Taylor Swift,All Too Well (Sad Girl Autumn Version) - Recorded at Long Pond Studios,1625
2023-05-19 18:13,Taylor Swift,"You're On Your Own, Kid",928
2023-05-19 18:13,Taylor Swift,"Would've, Could've, Should've",205939
2023-05-19 18:13,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),4272
2023-05-19 18:13,Taylor Swift,Question...?,859
2023-05-19 18:18,Taylor Swift,Better Man (Taylor's Version) (From The Vault),297013
2023-05-19 19:53,Taylor Swift,Karma,204852
2023-05-19 19:57,Taylor Swift,Come Back...Be Here (Taylor's Version),223333
2023-05-19 19:59,Taylor Swift,Bejeweled,42272
2023-05-19 20:02,Taylor Swift,Midnight Rain,174782
2023-05-19 20:04,Taylor Swift,Glitch,148781
2023-05-19 20:09,Taylor Swift,Labyrinth,247962
2023-05-19 20:12,Taylor Swift,Question...?,210556
2023-05-19 20:14,Taylor Swift,Snow On The Beach (feat. Lana Del Rey),114181
2023-05-19 20:27,Unknown Artist,Unknown Track,3566
2023-05-19 20:27,Unknown Artist,Unknown Track,4820
2023-05-19 20:30,Pasabordo,El Besito,150217
2023-05-19 21:47,Mijares,No Se Murió El Amor,228880
2023-05-19 21:47,Shakira,Dia de Enero,6906
2023-05-19 21:52,Yuri,Detrás de Mi Ventana,279026
2023-05-19 21:56,Ricardo Montaner,Me Va A Extranar,256400
2023-05-19 22:00,Laura Pausini,En cambio no,237440
2023-05-19 22:04,Shakira,Antologia,254240
2023-05-19 22:08,Pandora,Cómo Te Va Mi Amor,222413
2023-05-19 22:10,Mijares,Si Me Tenías,130380
2023-05-20 05:45,Alejandra Guzman,Volverte a Amar,1002
2023-05-20 05:45,La Oreja de Van Gogh,Rosas,1301
2023-05-20 05:45,Shakira,Dia de Enero,1749
2023-05-20 05:49,Mijares,No Se Murió El Amor,228880
2023-05-20 05:50,Luis Miguel,Ahora Te Puedes Marchar,56060
2023-05-20 14:05,Maná,Mariposa Traicionera - 2020 Remasterizado,7424
2023-05-20 14:09,Luis Miguel,Inolvidable,222033
2023-05-20 14:13,Luis Miguel,Fría Como El Viento,235106
2023-05-20 14:17,Luis Miguel,Voy a Apagar La Luz / Contigo Aprendí,251760
2023-05-20 14:23,Luis Miguel,Besame Mucho,324040
2023-05-20 14:26,Luis Miguel,La Chica Del Bikini Azul,180239
2023-05-20 14:29,Luis Miguel,México En La Piel,209213
2023-05-20 14:34,Luis Miguel,Entrégate,263906
2023-05-20 14:37,Luis Miguel,Por Debajo De La Mesa,184080
2023-05-20 14:40,Luis Miguel,Usted,223200
2023-05-20 14:44,Luis Miguel,Ayer,207360
2023-05-20 14:48,Luis Miguel,El Día Que Me Quieras,241693
2023-05-20 14:52,Luis Miguel,Cómo duele,233973
2023-05-20 14:55,Luis Miguel,La Gloria Eres Tu,202760
2023-05-20 14:57,Luis Miguel,El Reloj,96389
2023-05-20 17:31,Luis Miguel,No Me Platiques Más,9218
2023-05-20 17:31,Unknown Artist,Unknown Track,3592
2023-05-20 17:32,Unknown Artist,Unknown Track,5238
2023-05-20 17:32,Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52",2602
2023-05-20 17:37,Unknown Artist,Unknown Track,7380
2023-05-20 17:37,Taylor Swift,Cornelia Street - Live From Paris,296013
2023-05-20 17:40,Miley Cyrus,River,156920
2023-05-20 17:43,Bizarrap,"Shakira: Bzrp Music Sessions, Vol. 53",214945
2023-05-20 17:46,Sebastian Yatra,Una Noche Sin Pensar,161173
2023-05-20 17:50,Daisy Jones & The Six,You Were Gone,256269
2023-05-20 17:54,Gorillaz,Tormenta (feat. Bad Bunny),193463
2023-05-20 17:57,Taylor Swift,Lavender Haze,202395
2023-05-20 18:01,Miley Cyrus,Violet Chemistry,246306
2023-05-20 18:05,Jonas Brothers,I Believe,217533
2023-05-20 18:08,Niall Horan,Heaven,186043
2023-05-20 18:11,Harry Styles,Satellite,218577
2023-05-20 18:12,Taylor Swift,Love Story (Taylor’s Version),2090
2023-05-20 18:12,Lizzy McAlpine,orange show speedway,13354
2023-05-20 18:12,Taylor Swift,Forever & Always (Taylor’s Version),5907
2023-05-20 18:16,Destiny's Child,"Jumpin', Jumpin'",230200
2023-05-20 18:17,Cam,The Otherside,69907
2023-05-20 18:21,Kacey Musgraves,High Horse,213693
2023-05-20 18:23,Lauren Alaina,Road Less Traveled,139513
2023-05-20 23:40,Unknown Artist,Unknown Track,4663
2023-05-20 23:40,Jessica Andrews,Who I Am,1194
2023-05-20 23:47,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),417947
2023-05-20 23:53,The 1975,Somebody Else,347520
2023-05-20 23:56,Harry Styles,As It Was,167303
2023-05-20 23:59,DEKKO,Kelede,26937
2023-05-20 23:59,Ed Sheeran,The Joker And The Queen (feat. Taylor Swift),185422
2023-05-21 11:23,Unknown Artist,Unknown Track,2345
2023-05-21 11:23,Unknown Artist,Unknown Track,4376
2023-05-21 11:25,Rels B,cómo dormiste?,108234
2023-05-21 11:26,Morat,Salir Con Vida,1856
2023-05-21 11:26,ROSALÍA,VAMPIROS,1066
2023-05-21 11:26,LAGOS,Roma,45909
2023-05-21 11:26,Unknown Artist,Unknown Track,3279
2023-05-21 11:28,Harry Styles,Keep Driving,140241
2023-05-21 11:32,Phoebe Bridgers,Motion Sickness,229760
2023-05-21 11:35,Miley Cyrus,Jaded,185933
2023-05-21 11:40,Fleetwood Mac,Silver Springs - 2004 Remaster,288786
2023-05-21 11:43,Taylor Swift,Anti-Hero,200690
2023-05-21 11:43,Unknown Artist,Unknown Track,1973
2023-05-21 11:44,Unknown Artist,Unknown Track,5917
2023-05-21 11:47,Backstreet Boys,I Want It That Way,211053
2023-05-21 11:50,Luis Miguel,Culpable O No - Miénteme Como Siempre,178008
2023-05-21 15:47,Luis Miguel,Culpable O No - Miénteme Como Siempre,237240
2023-05-21 15:51,Jacob Forever,Quiéreme (feat. Abraham Mateo & Lary Over) - Remix,256081
2023-05-21 15:54,Cardi B,I Like It,193593
2023-05-21 15:55,Michael Jackson,Rock with You - Single Version,1621
2023-05-21 15:58,Bee Gees,"Night Fever - From ""Saturday Night Fever"" Soundtrack",212800
2023-05-21 16:01,"Earth, Wind & Fire",September,185441
2023-05-21 16:05,Taylor Swift,Death By A Thousand Cuts - Live From Paris,204272
2023-05-21 16:08,Taylor Swift,Lover - Live From Paris,229733
2023-05-21 16:13,Taylor Swift,Daylight - Live From Paris,262320
2023-05-21 16:16,Taylor Swift,ME! - Live From Paris,213026
2023-05-21 16:21,Taylor Swift,Cornelia Street - Live From Paris,296013
2023-05-21 16:25,Taylor Swift,The Archer - Live From Paris,210960
2023-05-21 16:28,Taylor Swift,The Man - Live From Paris,219385
2023-05-21 16:32,Taylor Swift,You Need To Calm Down - Live From Paris,203960
2023-05-21 17:16,Shakira,Te Felicito,172235
2023-05-21 17:22,Polimá Westcoast,ULTRA SOLO REMIX,322347
2023-05-21 17:23,El Alfa,LOS APARATOS,81121
2023-05-21 17:27,Piso 21,Los Cachos,212304
2023-05-21 17:31,Romeo Santos,Sin Fin,234666
2023-05-21 17:33,Anitta,El Que Espera,170396
2023-05-21 17:37,NATTI NATASHA,Mayor Que Usted,233519
2023-05-21 17:42,Chris Jedi,La Llevo Al Cielo (Ft. Ñengo Flow),254920
2023-05-21 17:43,Becky G,BAILÉ CON MI EX,21441
2023-05-21 17:47,Jay Wheeler,Suelta,243934
2023-05-21 17:52,Zion & Lennox,Berlin,246061
2023-05-21 17:52,Rels B,cómo dormiste?,24459
2023-05-21 17:52,Duki,Antes de Perderte,11626
2023-05-21 17:56,El Vega,Te Encontre,209960
2023-05-21 17:59,Yera,Bachata Blue,195434
2023-05-21 18:03,ChiChi Peralta,Procura,271031
2023-05-21 18:08,Joey Montana,Único,235946
2023-05-21 18:11,Carlos Vives,Ella Es Mi Fiesta,199077
2023-05-21 18:18,Bizarrap,"Shakira: Bzrp Music Sessions, Vol. 53",214945
2023-05-21 18:22,Juanes,Mis Planes Son Amarte,210520
2023-05-21 18:26,Lykke Li,I Follow Rivers - The Magician Remix,280069
2023-05-21 18:31,Kiso,Hvar - Radio Edit,273124
2023-05-21 18:33,Julieta Venegas,Eres para Mí (with Anita Tijoux),142613
2023-05-21 18:37,R3HAB,Freak - Sam Feldt Remix Edit,195613
2023-05-21 18:41,Simon Grossmann,Daikiri,237652
2023-05-21 18:44,Bakermat,Baianá,180842
2023-05-21 18:49,Cherub,Doses & Mimosas,323253
2023-05-21 18:50,Rawayana,Vocabulario Básico,63645
2023-05-21 18:50,Shania Twain,Man! I Feel Like A Woman!,3263
2023-05-21 18:54,Taylor Swift,long story short,215920
2023-05-21 18:56,Taylor Swift,SuperStar,108422
2023-05-21 19:01,Taylor Swift,epiphany - the long pond studio sessions,274880
2023-05-21 19:04,Taylor Swift,Out Of The Woods,235800
2023-05-21 19:09,Taylor Swift,Hey Stephen (Taylor’s Version),254254
2023-05-21 19:12,Taylor Swift,Holy Ground (Taylor's Version),202960
2023-05-21 19:17,Taylor Swift,evermore (feat. Bon Iver),304106
2023-05-21 19:22,Taylor Swift,betty,294521
2023-05-21 19:26,Taylor Swift,Silent Night,209893
2023-05-21 19:37,Taylor Swift,All Too Well (10 Minute Version) (The Short Film),686022
2023-05-21 19:42,Taylor Swift,Daylight,293453
2023-05-21 19:43,Taylor Swift,Delicate,83683
2023-05-22 00:36,Tiago PZK,Me Enteré,7253
2023-05-22 00:40,Maroon 5,Middle Ground,219800
2023-05-22 00:42,Jonas Brothers,Summer Baby,161811
2023-05-22 00:45,Marshmello,Leave Before You Love Me (with Jonas Brothers),154983
2023-05-22 00:49,Harry Styles,Adore You,207133
2023-05-22 00:52,Shawn Mendes,Stitches,206880
2023-05-22 00:53,John Mayer,Half of My Heart,30635
2023-05-22 00:53,Jonas Brothers,I Believe,10837
2023-05-22 00:53,Taylor Swift,Lover (Remix) [feat. Shawn Mendes],1941
2023-05-22 00:56,Justin Bieber,Hold On,170813
2023-05-22 01:02,One Direction,Perfect,230333
2023-05-22 01:04,ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker),129672
2023-05-22 01:37,The Weeknd,What You Need,206421
2023-05-22 01:39,The Weeknd,Valerie,132513
2023-05-22 11:04,The Weeknd,Often,249040
2023-05-22 11:16,Unknown Artist,Unknown Track,2693
2023-05-22 11:16,Unknown Artist,Unknown Track,4350
2023-05-22 11:16,The Weeknd,Wicked Games,162278
2023-05-22 11:21,Zion & Lennox,Brisa,292419
2023-05-22 11:22,Unknown Artist,Unknown Track,7040
2023-05-22 11:22,The Weeknd,Angel,51631
2023-05-22 11:26,New West,Those Eyes,220750
2023-05-22 11:28,Unknown Artist,Unknown Track,4298
2023-05-22 11:28,MARINA,Goodbye,133488
2023-05-22 11:28,Riley Biederer,proud,1557
2023-05-22 11:28,Victoria Justice,Last Man Standing,4906
2023-05-22 11:31,Kobi Cantillo,Sigue Creyendo,208468
2023-05-22 11:33,Unknown Artist,Unknown Track,7145
2023-05-22 11:33,Sech,Miss Lonely,94052
2023-05-22 11:33,Sebastian Yatra,Runaway,6015
2023-05-22 11:34,Resistiré 2020,Resistiré,26275
2023-05-22 11:34,Morat,Yo No Merezco Volver,1450
2023-05-22 11:43,Luis Miguel,Un Hombre Busca a Una Mujer,215066
2023-05-22 11:47,Luis Miguel,Yo Que No Vivo Sin Ti,211306
2023-05-22 11:54,Luis Miguel,Dame,297893
2023-05-22 11:59,Luis Miguel,Entrégate,263906
2023-05-22 12:02,Luis Miguel,Soy lo prohibido,184626
2023-05-22 12:05,Luis Miguel,Échame a Mi La Culpa,189800
2023-05-22 12:09,Luis Miguel,Devuélveme El Amor,245493
2023-05-22 12:13,Luis Miguel,Perfidia,206173
2023-05-22 12:17,Luis Miguel,La Media Vuelta,161040
2023-05-22 12:18,Luis Miguel,La Gloria Eres Tu,40566
2023-05-22 12:37,Luis Miguel,Nada Es Igual,767
2023-05-22 12:41,Luis Miguel,No Sé Tú,229853
2023-05-22 12:46,Luis Miguel,Suave,289600
2023-05-22 12:48,Luis Miguel,Isabel,157484
2023-05-22 12:51,Luis Miguel,Por Debajo De La Mesa,184080
2023-05-22 12:56,Luis Miguel,Hasta Que Me Olvides,281000
2023-05-22 13:01,Luis Miguel,Entrégate,263906
2023-05-22 13:03,Luis Miguel,Todo Y Nada,91512
2023-05-22 14:20,Luis Miguel,Yo Que No Vivo Sin Ti,1258
2023-05-22 14:20,Luis Miguel,"Amor (Amor, amor, amor)",2730
2023-05-22 14:20,Luis Miguel,Nosotros,490
2023-05-22 14:20,Luis Miguel,La Gloria Eres Tu,831
2023-05-22 14:20,Luis Miguel,La bikina - En vivo,1216
2023-05-22 14:24,Maroon 5,Middle Ground,219800
2023-05-22 14:30,Jonas Brothers,Summer Baby,123337
2023-05-22 22:12,Taylor Swift,Tim McGraw,232106
2023-05-22 22:15,Taylor Swift,illicit affairs,190898
2023-05-22 22:20,Randy Travis,"Forever and Ever, Amen",2384
2023-05-22 22:26,The Script,Breakeven,87850
2023-05-22 22:30,Taylor Swift,Tim McGraw,232106
2023-05-22 22:31,Taylor Swift,illicit affairs,54476
2023-05-22 22:37,The Script,Breakeven,789
2023-05-22 22:37,Randy Travis,"Forever and Ever, Amen",1173
2023-05-22 22:37,Unknown Artist,Unknown Track,2861
2023-05-22 22:40,Ellie Goulding,By The End Of The Night,180027
2023-05-22 22:41,Unknown Artist,Unknown Track,8686
2023-05-22 22:41,Gracie Abrams,I know it won't work,37411
2023-05-22 22:41,Maisie Peters,Lost The Breakup,1962
2023-05-22 22:42,Taylor Swift,Love Story (Taylor’s Version),10560
2023-05-22 22:46,Taylor Swift,Tim McGraw,232106
2023-05-22 22:49,Taylor Swift,illicit affairs,190898
2023-05-22 22:50,Randy Travis,"Forever and Ever, Amen",51600
2023-05-22 23:05,John Mayer,Half of My Heart,1621
2023-05-22 23:05,Niall Horan,Seeing Blind,1152
2023-05-22 23:05,The Script,Breakeven,35370
2023-05-22 23:26,Taylor Swift,Fearless (Taylor’s Version),386167
2023-05-22 23:31,Fleetwood Mac,Landslide,199493
2023-05-22 23:42,Britney Spears,Lucky,167280
2023-05-22 23:57,Maroon 5,She Will Be Loved - Radio Mix,11157
2023-05-22 23:57,Dan + Shay,Tequila,62186
2023-05-23 00:00,Adam Levine,Lost Stars,119765
2023-05-23 10:57,Adam Levine,Lost Stars,267933
2023-05-23 11:01,The Script,The Man Who Can't Be Moved,241373
2023-05-23 11:05,Harry Styles,Sweet Creature,224866
2023-05-23 11:09,One Direction,Perfect,230333
2023-05-23 11:12,Lady Gaga,Shallow,215733
2023-05-23 11:17,Katy Perry,Thinking Of You,246410
2023-05-23 11:20,U2,Song For Someone,226763
2023-05-23 11:25,The Script,Breakeven,261426
2023-05-23 11:30,Taylor Swift,Back To December,293026
2023-05-23 11:49,John Mayer,Love Is A Verb,71196
2023-05-23 11:50,OneRepublic,Apologize,3008
2023-05-23 11:53,Maroon 5,Middle Ground,219800
2023-05-23 11:56,Jonas Brothers,Summer Baby,161811
2023-05-23 11:58,Niall Horan,Meltdown,153037
2023-05-23 11:59,Pink Sweat$,Run Through Fire,34943
2023-05-23 11:59,Unknown Artist,Unknown Track,3482
2023-05-23 11:59,Unknown Artist,Unknown Track,4036
2023-05-23 11:59,Thomas Rhett,Crash and Burn,8672
2023-05-23 12:03,Rascal Flatts,Bless The Broken Road,226680
2023-05-23 12:08,Luke Combs,Dive - Recorded At Sound Stage Nashville,260862
2023-05-23 12:13,Brett Eldredge,Wanna Be That Song,236226
2023-05-23 12:17,Faith Hill,This Kiss,193979
2023-05-23 12:19,Zac Brown Band,Loving You Easy,155653
2023-05-23 12:23,Dan + Shay,Tequila,196746
2023-05-23 12:26,Blake Shelton,God Gave Me You,229533
2023-05-23 12:30,Luke Combs,Love You Anyway,229626
2023-05-23 12:36,Miley Cyrus,Butterfly Fly Away,179544
2023-05-23 12:36,Jordan Davis,Next Thing You Know,1152
2023-05-23 12:40,Lady A,Need You Now,266687
2023-05-23 13:32,Taylor Swift,the 1,210240
2023-05-23 13:36,Taylor Swift,cardigan,239560
2023-05-23 13:39,Taylor Swift,the last great american dynasty,231000
2023-05-23 13:42,Taylor Swift,exile (feat. Bon Iver),115893
2023-05-23 13:42,Taylor Swift,my tears ricochet,5845
